,0,1,2
01-01-1978,0.777062801,0.131821121,3.148205664
02-01-1978,0.682276723,0.13204902,3.157918163
03-01-1978,0.750421611,0.133300361,2.730675284
04-01-1978,0.667212648,0.133969108,2.627471404
05-01-1978,0.475303279,0.133280646,3.241280811
06-01-1978,0.588913571,0.134084315,3.460509159
07-01-1978,0.43614817,0.133002528,2.917237791
08-01-1978,0.796356147,0.133568274,2.800066124
09-01-1978,0.601493324,0.132097766,2.513290037
10-01-1978,0.763743581,0.133217668,3.49803451
11-01-1978,0.470690808,0.132560582,2.225397585
12-01-1978,0.582593643,0.133861518,2.405471
13-01-1978,0.806506662,0.13230905,2.675553932
14-01-1978,0.715549715,0.134224704,3.203583156
15-01-1978,0.533445343,0.132793951,2.650723151
16-01-1978,0.711751647,0.131855402,3.663103614
17-01-1978,0.661195664,0.133679604,3.029631951
18-01-1978,0.51637334,0.133212011,2.747499997
19-01-1978,0.529150759,0.133761565,2.698832054
20-01-1978,0.489331071,0.133298426,2.948271881
21-01-1978,0.625183034,0.132461418,3.299073854
22-01-1978,0.57686555,0.133366846,2.579351692
23-01-1978,0.665649982,0.133371495,2.489287526
24-01-1978,0.583247335,0.134056014,3.24491223
25-01-1978,0.589369149,0.13360904,2.829149875
26-01-1978,0.611741693,0.133498254,2.906405048
27-01-1978,0.716711762,0.13391624,2.897333431
28-01-1978,0.634811341,0.133811712,3.049060467
29-01-1978,0.508058237,0.13421378,2.913262712
30-01-1978,0.533116407,0.134069626,3.14761824
31-01-1978,0.586625965,0.133470632,3.236667073
01-02-1978,0.564100762,0.133393614,2.616317154
02-02-1978,0.798007518,0.133691632,3.066758881
03-02-1978,0.498804022,0.133358119,2.984445211
04-02-1978,0.625966584,0.133169131,3.559383455
05-02-1978,0.685888979,0.133150776,3.777672308
06-02-1978,0.635136086,0.132856404,2.446250171
07-02-1978,0.606103634,0.13346573,2.907113314
08-02-1978,0.589708596,0.132474732,3.578040838
09-02-1978,0.571303268,0.133067075,3.118727914
10-02-1978,0.495506919,0.133119906,3.703428106
11-02-1978,0.760366724,0.135609104,3.045518245
12-02-1978,0.494953199,0.132056431,2.294473634
13-02-1978,0.626483256,0.133757536,2.646579855
14-02-1978,0.742044008,0.135327056,2.564158354
15-02-1978,0.560858718,0.13347606,3.476278808
16-02-1978,0.637446163,0.134874642,2.698802341
17-02-1978,0.666083299,0.134342241,2.888145946
