,0,1,2
01-01-1978,1.807990194,0.115267424,3.244628755
02-01-1978,1.873189066,0.109207894,2.499819285
03-01-1978,1.429694799,0.113695939,3.307066226
04-01-1978,1.378184494,0.114412919,2.858068859
05-01-1978,1.497653476,0.114257562,3.054502417
06-01-1978,1.128042334,0.113728806,2.20700461
07-01-1978,1.238299077,0.112684391,2.511439219
08-01-1978,1.484046916,0.113332661,2.258836926
09-01-1978,1.51504509,0.112848623,3.978781387
10-01-1978,1.220830107,0.113586749,2.491487804
11-01-1978,1.322238829,0.113589587,2.685105291
12-01-1978,1.520737322,0.113846401,3.047966367
13-01-1978,1.414650475,0.113568281,3.63657876
14-01-1978,1.175094328,0.11471239,2.763432975
15-01-1978,1.414745747,0.113520299,2.968632078
16-01-1978,1.726877972,0.11387839,3.775957846
17-01-1978,1.34569191,0.1129496,2.656051896
18-01-1978,1.753577465,0.114268434,2.756666806
19-01-1978,1.324108488,0.114074189,3.041880051
20-01-1978,1.14657283,0.113227608,3.064623598
21-01-1978,1.33597116,0.113696838,2.383531539
22-01-1978,1.396136047,0.11414871,2.71575561
23-01-1978,1.544060019,0.114039829,2.911263581
24-01-1978,1.456509912,0.115469423,2.433544671
25-01-1978,1.34333837,0.113674271,2.384004732
26-01-1978,1.545517851,0.117911167,2.255935598
27-01-1978,1.472981623,0.113932402,2.334717742
28-01-1978,1.543029279,0.113822899,3.646015011
29-01-1978,1.241902222,0.113219915,2.199259735
30-01-1978,1.332150686,0.11584722,2.883107587
31-01-1978,2.213212859,0.115660094,3.735082549
01-02-1978,2.077336005,0.115136525,3.265688272
02-02-1978,1.879664773,0.114553472,3.046612142
03-02-1978,1.607436973,0.114870925,3.212301107
04-02-1978,1.660525604,0.119474275,2.820690907
05-02-1978,1.650918575,0.113944462,2.957581211
06-02-1978,1.790575675,0.113029028,3.866263451
07-02-1978,1.693902584,0.113010911,3.583724773
08-02-1978,1.669617016,0.113900704,2.870921688
09-02-1978,2.08300167,0.115025921,4.65112555
10-02-1978,1.705163395,0.114549079,3.299895578
11-02-1978,1.534816142,0.112656937,2.964753084
12-02-1978,1.228598104,0.112423816,2.517260217
13-02-1978,1.602903089,0.114047547,2.998749297
14-02-1978,1.504740494,0.114225165,2.652655392
15-02-1978,1.519464841,0.113758493,3.006368946
16-02-1978,1.348111624,0.113020311,2.654390155
17-02-1978,1.606555304,0.11394,2.975250128
18-02-1978,1.148577441,0.11745901,2.434891975
19-02-1978,1.245679646,0.115050239,2.885695871
20-02-1978,1.23970009,0.115513208,3.047270577
21-02-1978,1.576326424,0.114919309,3.210948646
22-02-1978,1.154455486,0.115378636,2.860148228
23-02-1978,1.248039492,0.113393053,3.359994209
24-02-1978,1.977753518,0.115682487,5.005079137
25-02-1978,1.2237126,0.114542471,2.348473867
26-02-1978,1.366948334,0.115600987,2.551881318
27-02-1978,1.150110407,0.115568458,2.682392811
28-02-1978,1.26203728,0.11443852,2.901121062
01-03-1978,1.246036172,0.115143213,2.31016656
02-03-1978,1.074004711,0.114086032,2.138736851
03-03-1978,0.999031962,0.115699793,2.662061808
04-03-1978,1.137935041,0.114607777,2.643799646
05-03-1978,1.230326373,0.115520434,3.003797592
06-03-1978,1.088014022,0.114921827,2.166690232
07-03-1978,1.274280082,0.115179876,2.561211308
08-03-1978,0.863117862,0.115895841,2.467733075
09-03-1978,1.260436241,0.116336204,2.939755534
10-03-1978,1.442758381,0.115874161,3.598731545
11-03-1978,1.02023234,0.115028321,2.677601451
12-03-1978,1.038405936,0.11552216,2.726749581
13-03-1978,1.117292674,0.115058012,2.798588244
14-03-1978,1.279023709,0.115799379,2.469788714
15-03-1978,1.243065347,0.115534342,2.683184879
16-03-1978,1.530287017,0.11560613,2.828569725
17-03-1978,1.335656817,0.115912608,2.967753088
18-03-1978,1.121151672,0.116268422,2.872663053
19-03-1978,1.740886518,0.117605798,2.82299008
20-03-1978,1.342696626,0.115916798,2.381018147
21-03-1978,1.368144265,0.116861293,2.652717519
22-03-1978,1.292968755,0.117287401,3.453056304
23-03-1978,1.136140991,0.11499051,2.59151821
24-03-1978,1.370550824,0.116110237,3.935914795
25-03-1978,1.247803367,0.116901333,3.259158739
26-03-1978,1.204966339,0.115428712,3.34405534
27-03-1978,1.403220488,0.115678402,3.881450577
28-03-1978,0.909438995,0.115771588,2.487656979
29-03-1978,1.419305414,0.116229615,3.088713677
30-03-1978,1.481727705,0.116293846,3.172996787
31-03-1978,1.090670237,0.116381287,3.170612828
01-04-1978,1.409792101,0.115885145,4.211066065
02-04-1978,1.128478939,0.115748604,2.358559769
03-04-1978,1.177047818,0.115324391,2.11577098
04-04-1978,1.258241403,0.116056347,2.507402709
05-04-1978,1.180110577,0.11640019,2.895184286
06-04-1978,1.172510879,0.134261506,2.383408394
07-04-1978,1.060871974,0.115957527,2.483668005
08-04-1978,1.372686464,0.116193816,2.435585737
09-04-1978,1.584154121,0.117110134,3.082568418
10-04-1978,1.254898253,0.117347983,2.743975582
11-04-1978,1.112073348,0.116032706,3.240465654
12-04-1978,1.079652347,0.117261898,2.183147333
13-04-1978,1.036716495,0.116477543,3.02204178
14-04-1978,1.411774519,0.115531835,3.003501163
15-04-1978,1.375384224,0.116535646,2.908981161
16-04-1978,1.21788815,0.115630186,3.018243001
17-04-1978,1.233119646,0.115186973,2.439511969
18-04-1978,1.28438219,0.116644146,3.394941043
19-04-1978,1.097731994,0.100421725,3.136771458
20-04-1978,1.616761712,0.116520215,4.522820354
21-04-1978,1.357209615,0.115941328,2.466764913
22-04-1978,1.227703889,0.115208487,2.751533402
23-04-1978,1.249765509,0.115769282,2.323587015
24-04-1978,1.093881987,0.115406522,2.703486722
25-04-1978,1.6075183,0.115867411,2.399294147
26-04-1978,1.399131878,0.11492014,2.828050859
27-04-1978,1.044991229,0.115033886,2.016797034
28-04-1978,1.254507293,0.115277567,3.027475412
29-04-1978,1.142888227,0.115525438,2.24193048
30-04-1978,1.191917401,0.115862991,2.52884892
01-05-1978,1.138145687,0.115651744,2.593994606
02-05-1978,1.331146216,0.115535161,3.4621495
03-05-1978,1.499479914,0.113693298,3.131231188
04-05-1978,1.068516472,0.120309144,2.111227721
05-05-1978,1.212973605,0.114547001,3.10789455
06-05-1978,1.479152259,0.1145645,2.836829919
07-05-1978,1.073329801,0.115310764,2.497598579
08-05-1978,1.03665673,0.114933532,3.697789436
09-05-1978,1.18005767,0.1153427,2.392869247
10-05-1978,1.453326223,0.115100111,2.354472096
11-05-1978,1.090743138,0.114909862,2.16691584
12-05-1978,1.268146803,0.114943236,3.653977502
13-05-1978,1.454680845,0.115420998,2.980393578
14-05-1978,1.269270498,0.114259412,2.923172759
15-05-1978,0.923162367,0.114343704,2.413775229
16-05-1978,1.36309172,0.115059769,2.928912543
17-05-1978,1.429761837,0.115073438,3.250098415
18-05-1978,0.959611963,0.114864511,1.976241384
19-05-1978,1.280894228,0.116271273,2.623175898
20-05-1978,1.373352126,0.114491907,2.349511035
21-05-1978,0.967987271,0.114556368,2.086309167
22-05-1978,1.282179144,0.11423126,2.477430434
23-05-1978,1.523584308,0.115616364,2.785072873
24-05-1978,1.18371422,0.115249604,3.392636384
25-05-1978,1.494705563,0.115381493,2.392064732
26-05-1978,1.191536263,0.115424533,2.685737535
27-05-1978,1.109815162,0.115305798,3.009388993
28-05-1978,1.350922854,0.114275417,3.054025175
29-05-1978,1.298115366,0.11476967,3.319692396
30-05-1978,1.347333301,0.115509743,4.441183797
31-05-1978,1.334045737,0.115713412,2.929651757
01-06-1978,1.080716039,0.115299512,2.142246706
02-06-1978,1.205198026,0.115562805,3.236335438
03-06-1978,0.907881657,0.116042376,2.904111503
04-06-1978,1.400866935,0.11504242,2.416499931
05-06-1978,1.27377844,0.188086258,1.206893064
06-06-1978,1.898171489,0.136955965,3.030171054
07-06-1978,2.075465116,0.136411757,3.203536189
08-06-1978,1.759554262,0.137290306,3.75117526
09-06-1978,1.616679314,0.135520753,4.176482105
10-06-1978,1.919855875,0.137302487,2.723912793
11-06-1978,1.748741327,0.137620906,3.226254007
12-06-1978,1.799204798,0.232306673,1.881134083
13-06-1978,1.647241089,0.136508164,2.556623652
14-06-1978,1.841460078,0.137734558,2.780711005
15-06-1978,2.266082112,0.137699914,4.023241449
16-06-1978,2.289854195,0.136582864,4.649192318
17-06-1978,2.124348087,0.138395184,3.95244967
18-06-1978,1.600034901,0.136753496,4.197333266
19-06-1978,1.546416814,0.136381258,3.292241219
20-06-1978,1.588967179,0.137483565,2.523938042
21-06-1978,1.801254023,0.136836392,2.996278934
22-06-1978,1.49544694,0.136164287,3.642658521
23-06-1978,1.856030031,0.138038939,3.998871646
24-06-1978,1.819418373,0.136761167,3.751064808
25-06-1978,1.402839478,0.138123841,2.43983948
26-06-1978,1.609371475,0.137948069,3.153360548
27-06-1978,2.017089435,0.137535673,3.889899892
28-06-1978,1.576659147,0.13709945,2.830062419
29-06-1978,1.700926033,0.137530794,3.940935575
30-06-1978,1.662897021,0.137659646,3.61761791
01-07-1978,1.566376733,0.136892149,4.317267318
02-07-1978,1.84801541,0.138667083,2.920664315
03-07-1978,1.694180645,0.136238348,3.420476009
04-07-1978,1.88932771,0.136635549,3.930163148
05-07-1978,1.570516207,0.138373386,2.912409769
06-07-1978,1.691400695,0.137509067,3.41068418
07-07-1978,2.102243908,0.137314113,4.762802502
08-07-1978,1.674748833,0.137940642,3.095534391
09-07-1978,1.798395014,0.137660046,3.494114764
10-07-1978,1.661000433,0.136885852,2.761424899
11-07-1978,1.616026251,0.137647407,3.690588961
12-07-1978,1.24442692,0.13681895,2.872409132
13-07-1978,1.54683541,0.138186675,2.793322878
14-07-1978,1.299950548,0.138096213,2.737222065
15-07-1978,1.672439991,0.138419245,3.142626593
16-07-1978,1.538253302,0.137402432,2.430815774
17-07-1978,1.750580707,0.138578589,3.824544631
18-07-1978,1.540249463,0.137271738,2.913928275
19-07-1978,1.69489793,0.137831349,2.960139355
20-07-1978,1.412311114,0.137923731,3.291674304
21-07-1978,1.533332323,0.137869164,4.054568715
22-07-1978,1.492401315,0.137160456,2.850675855
23-07-1978,1.707121951,0.138625569,4.155077635
24-07-1978,1.723138832,0.137528765,3.126618632
25-07-1978,1.244858516,0.13741106,2.25600472
26-07-1978,1.38100125,0.137414667,2.576144218
27-07-1978,1.644575192,0.138470572,2.838148166
28-07-1978,1.660598606,0.137559021,3.191357414
29-07-1978,1.482080669,0.138061321,2.39024224
30-07-1978,1.650707369,0.137945705,2.616971649
31-07-1978,1.383258547,0.137684976,2.680030977
01-08-1978,1.500183046,0.137864051,2.850634356
02-08-1978,1.57140526,0.137786105,2.975626613
03-08-1978,1.388132022,0.137983371,2.551032036
04-08-1978,1.38269464,0.13891772,2.865005269
05-08-1978,1.598867919,0.137231657,4.379455979
06-08-1978,1.709443545,0.137407733,3.711581514
07-08-1978,1.55012642,0.138590042,2.56872712
08-08-1978,2.169151684,0.137593889,3.248690796
09-08-1978,1.676461382,0.137903932,2.973084185
10-08-1978,1.749751928,0.138176743,3.003399776
11-08-1978,1.488084733,0.137696265,2.78148431
12-08-1978,1.602285389,0.13845678,3.365671222
13-08-1978,1.193831764,0.13864416,2.235939826
14-08-1978,1.188852399,0.137997645,2.920339686
15-08-1978,1.348757825,0.137554871,2.646216717
16-08-1978,1.238470071,0.13851772,3.104295979
17-08-1978,1.662060923,0.138321724,2.718300425
18-08-1978,1.602195169,0.137311204,2.62906441
19-08-1978,1.694077791,0.137868979,3.648391419
20-08-1978,1.501171657,0.137374494,3.428584065
21-08-1978,1.445972662,0.137768252,2.976012209
22-08-1978,1.554328201,0.13952698,2.572979083
23-08-1978,1.633260417,0.138404681,3.562018245
24-08-1978,2.051492995,0.139798487,3.476432485
25-08-1978,2.234308708,0.140524663,4.134505552
26-08-1978,1.710989457,0.139534121,2.379346341
27-08-1978,2.040266456,0.139723894,3.091811909
28-08-1978,2.164672383,0.138773154,4.539782966
29-08-1978,2.517756245,0.140953344,4.192876755
30-08-1978,2.127409294,0.140959333,3.185315864
31-08-1978,1.944606283,0.140320567,2.800729853
01-09-1978,2.188720261,0.14042417,3.89534081
02-09-1978,2.693487178,0.14009764,4.775241039
03-09-1978,2.952666841,0.14165229,4.115711792
04-09-1978,1.851486026,0.139463163,4.373914842
05-09-1978,2.137432918,0.139518107,3.834627724
06-09-1978,2.30804427,0.140723647,2.963254644
07-09-1978,2.439528864,0.139845082,4.454929649
08-09-1978,2.223239635,0.140255467,4.577361666
09-09-1978,2.32132083,0.14124079,3.561294153
10-09-1978,2.901311729,0.141666343,4.948246594
11-09-1978,2.223823545,0.139778719,3.57708244
12-09-1978,1.693046743,0.139862489,2.845652208
13-09-1978,2.677794581,0.141573828,4.916162882
14-09-1978,2.12399611,0.139845806,3.511009837
15-09-1978,2.090152284,0.140492439,2.989484713
16-09-1978,1.969609322,0.141851867,2.99608324
17-09-1978,2.284382672,0.14825119,3.642466547
18-09-1978,1.916754878,0.138732635,3.380603275
19-09-1978,1.683369753,0.138428289,2.839015075
20-09-1978,2.737335717,0.141280356,4.027453053
21-09-1978,1.902137433,0.140049043,2.948966957
22-09-1978,1.945933894,0.140150935,3.068120809
23-09-1978,1.779961848,0.139569193,3.181217797
24-09-1978,2.942486451,0.141941837,4.713198129
25-09-1978,1.915475277,0.140001908,3.542808852
26-09-1978,1.899565858,0.139962403,3.943916295
27-09-1978,2.01795335,0.149642635,3.722201242
