,0,1,2
01-01-1978,1.069162755,0.124613819,3.113619363
02-01-1978,1.161551608,0.123811196,3.133803833
03-01-1978,0.986285501,0.125246371,2.53101146
04-01-1978,1.03429351,0.125197461,3.65023378
05-01-1978,1.110163662,0.12561814,3.088725876
06-01-1978,1.094878106,0.125988106,3.428895102
07-01-1978,0.887772517,0.125483455,3.498469188
08-01-1978,0.899973367,0.125073913,3.046198768
09-01-1978,0.938121026,0.125395599,3.29357651
10-01-1978,0.922424739,0.124827663,3.83729045
11-01-1978,0.684005633,0.125138307,2.301453549
12-01-1978,0.732636075,0.124816854,2.852178914
13-01-1978,0.746736563,0.124141924,2.85157495
14-01-1978,1.071204393,0.12444903,3.374875635
15-01-1978,0.828564724,0.124677624,2.269853976
16-01-1978,0.753217264,0.128547078,2.940556913
17-01-1978,0.999846987,0.126623276,3.451182237
18-01-1978,1.02710875,0.127333084,2.897911423
19-01-1978,0.937194378,0.125918428,2.62074427
20-01-1978,0.824390171,0.126364224,2.302866983
21-01-1978,1.054188061,0.126445871,2.609812387
22-01-1978,0.857508559,0.127218842,2.821909044
23-01-1978,0.944560065,0.126289988,3.016866229
24-01-1978,1.072268647,0.127750512,2.583159894
25-01-1978,0.710240708,0.1255932,3.168961365
26-01-1978,1.022387309,0.125812481,2.869349655
27-01-1978,0.828008618,0.126751098,3.100564864
28-01-1978,0.950525424,0.125893964,2.343241812
29-01-1978,1.251755588,0.127706941,3.265288448
30-01-1978,0.794689776,0.127379576,2.355165634
31-01-1978,0.950513773,0.125818474,2.209532443
01-02-1978,0.935894771,0.126450621,3.052574963
02-02-1978,1.11793521,0.126997834,3.078792665
03-02-1978,1.117251475,0.126175953,2.765978701
04-02-1978,0.840414888,0.126335056,2.612101576
05-02-1978,1.010698282,0.125769555,2.464825447
06-02-1978,0.849943264,0.125722018,3.046403528
07-02-1978,0.980691425,0.125345471,2.880040236
08-02-1978,1.462760165,0.125859222,3.996528758
09-02-1978,0.932236849,0.125277968,2.921503313
10-02-1978,0.777898378,0.125374927,3.174478409
11-02-1978,1.027860927,0.125404547,3.676102763
12-02-1978,1.056606907,0.125480057,2.781318471
13-02-1978,1.061495139,0.124844203,3.484342787
14-02-1978,1.245854624,0.126302921,3.269916445
15-02-1978,1.068992778,0.126180645,2.964004494
16-02-1978,0.699256844,0.125462443,2.431006392
17-02-1978,1.218913697,0.125713553,3.746612734
18-02-1978,1.148329877,0.125927642,3.629068189
19-02-1978,1.231538416,0.125292508,3.09675341
20-02-1978,1.019889068,0.127529786,3.810874423
21-02-1978,0.819675318,0.127062389,3.746191174
22-02-1978,1.295326472,0.126397903,3.093405746
23-02-1978,1.033755248,0.124478098,2.90010858
24-02-1978,0.699876542,0.126963805,2.906340111
25-02-1978,0.753008212,0.12905561,2.758500776
26-02-1978,0.828706532,0.125418125,2.487678713
27-02-1978,0.887834443,0.12502634,3.047357851
28-02-1978,1.164855638,0.124567796,3.668684975
01-03-1978,0.755428929,0.123886034,2.85746496
02-03-1978,0.676450813,0.127556618,3.159381348
03-03-1978,1.03178629,0.1255658,3.010373836
04-03-1978,1.045678196,0.125982094,3.079802751
05-03-1978,0.821746441,0.126197025,2.884378619
06-03-1978,1.293832595,0.130419306,3.297057877
07-03-1978,1.021100758,0.132124777,2.921480815
08-03-1978,0.844275697,0.128561126,2.84689479
09-03-1978,1.343505101,0.13050291,4.245116079
10-03-1978,1.25041528,0.13043272,3.802726791
11-03-1978,1.388189998,0.129643612,2.99282005
12-03-1978,0.968872738,0.130637367,3.161423172
13-03-1978,1.278131096,0.129760245,3.822434201
14-03-1978,1.237632378,0.130000071,3.476921188
15-03-1978,1.007173084,0.129656828,3.355010354
16-03-1978,1.176189911,0.129695849,2.991614632
17-03-1978,1.551748692,0.131817948,3.497247581
18-03-1978,1.469661224,0.129496263,3.675781743
19-03-1978,1.129339305,0.12936302,3.339439652
